,pic,description,x0,y0,x1,y1
2030,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,O,811,604,815,611
2031,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,10,1369,534,1382,542
2032,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,3.79,12,720,55,730
2033,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,25.2.,57,713,86,725
2034,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,2.49,250,689,282,699
2035,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,2267,282,685,303,696
2036,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,O,304,682,321,693
2037,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,227,429,672,459,684
2038,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,O,479,664,487,672
2039,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,2.99,548,653,574,662
2040,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,O,575,650,604,659
2041,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,299,799,625,819,632
2042,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,G,843,620,848,630
2043,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,299G,1166,575,1211,585
2044,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,(,8,754,17,765
2045,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,盟,17,753,33,762
2046,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,Total,55,748,69,752
2047,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,Fat,71,747,80,751
2048,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,Tetal,467,695,477,698
2049,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,a,479,693,485,696
2050,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,isine,807,690,832,700
2051,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,MiniPack,253,778,334,781
2052,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,Flavor,1295,637,1328,646
2053,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,Mt,1325,629,1341,641
2054,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,OO,568,736,592,743
2055,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,Profitsoun,594,734,641,741
2056,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,00,674,724,692,732
2057,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,Profr,693,721,728,726
2058,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,Raisins,409,772,462,780
2059,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,Raisins,507,756,549,765
2060,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,NMANSO,583,756,643,756
2061,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,SUNMAID,904,715,948,721
2062,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,SUNMAID,973,702,1016,712
2063,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,SUNMAID,753,737,803,746
2064,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,Raisinsy,745,760,809,769
2065,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,Raisins,897,733,944,743
2066,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,Raisins,963,723,1012,732
2067,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,ORGANICS,594,792,646,790
2068,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,ORGANI,690,776,731,776
2069,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,RAISINS,581,812,641,815
2070,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,RAISIN,684,796,733,799
2071,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,14,120,878,138,889
2072,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,299,1038,768,1054,775
2073,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,14BOXES,115,898,145,910
2074,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,TOTALNETW,151,902,192,909
2075,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,ors,255,886,285,890
2076,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,TOTAL,289,879,307,886
2077,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,NETWT,310,876,335,881
2078,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,7,338,872,344,879
2079,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,OZ,345,870,353,878
2080,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,U,356,869,360,877
2081,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,10,1523,712,1538,722
2082,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,E,1547,708,1557,718
2083,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,O,1587,702,1599,711
2084,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,Monster,1546,725,1599,733
2085,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,buddic,1549,738,1599,757
2086,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,D,10,922,20,932
2087,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,RAISINS,18,919,56,922
2088,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,NET,400,867,414,873
2089,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,WT,414,863,425,871
2090,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,20OO,426,865,448,867
2091,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,467,845,803,867,811
2092,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,O,867,799,890,806
2093,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,10,1461,726,1479,737
2094,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,5.39,727,829,747,836
2095,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,579,603,852,626,861
2096,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,VARIETY,997,815,1038,822
2097,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,PACK,997,829,1026,836
2098,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,8POES,1003,843,1041,841
2099,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,MARIET,1098,799,1122,805
2100,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,PACK,1097,814,1120,817
2101,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,8POUCHSS,1100,823,1132,824
2102,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,4.2914O,389,894,455,893
2103,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,Tongue,793,867,851,864
2104,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,Taffoos,809,876,868,873
2105,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,VARIETY,900,841,943,844
2106,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,PACK,903,854,932,858
2107,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,8POUCHES,909,867,943,865
2108,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,2.29,137,945,169,953
2109,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,SUNSWEET,699,870,760,877
2110,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,SUNSWEET,605,905,681,916
2111,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,Total,180,971,193,974
2112,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,Fat,194,969,203,973
2113,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,SUNSWEET,489,933,566,932
2114,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,Tuit,703,901,734,919
2115,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,Packs,738,900,778,918
2116,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,Fruit,495,965,543,981
2117,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,Packs,544,959,590,974
2118,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,SUNSEET,706,942,743,944
2119,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,Cherries,645,962,690,973
2120,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,MEhers,943,938,994,933
2121,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,8,999,938,1015,943
2122,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,Dates,721,964,741,969
2123,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,SUN-MAID,365,1023,455,1027
2124,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,APRICOTS,361,1071,455,1053
2125,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,e,485,1016,515,1025
2126,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,6,486,1062,506,1069
2127,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,SUNSWEET,499,1010,548,1004
2128,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,Aes,1414,885,1442,890
2129,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,nnies,1286,920,1306,931
2130,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,ORGANIC,1531,886,1566,889
2131,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,a,1110,958,1118,965
2132,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,erirteen,1118,956,1153,955
2133,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,12,1170,940,1199,942
2134,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,nnies,1199,944,1238,954
2135,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,10E,800,992,829,996
2136,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,ORGANIC,1473,907,1511,910
2137,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,Bunny,1008,1041,1037,1041
2138,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,Fruit,1036,1028,1061,1034
2139,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,Spacks,1061,1026,1091,1024
2140,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,Bunng,1099,1014,1125,1014
2141,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,Fruit,1126,1002,1151,1006
2142,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,Spacks,1149,995,1175,998
2143,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,Bunny,1180,986,1208,990
2144,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,Fruit,1207,977,1229,982
2145,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,Saacks,1228,970,1254,974
2146,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,Bunny,1253,962,1279,968
2147,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,Frait,1279,957,1297,958
2148,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,Snact,1298,950,1317,950
2149,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,Braan,1331,945,1355,944
2150,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,Petuder,1354,931,1390,933
2151,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,SUMMIR,1016,1051,1043,1056
2152,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,STRA,1044,1046,1061,1054
2153,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,299,911,986,933,993
2154,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,DRIEDDAT,21,1115,71,1117
2155,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,ATES,54,1110,86,1107
2156,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,Fretks,1350,936,1391,933
2157,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,Bunng,1396,924,1417,925
2158,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,Frait,1418,915,1435,920
2159,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,Sach,1434,910,1454,914
2160,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,299,802,1018,827,1023
2161,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,Annies,1110,972,1158,974
2162,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,UR,1188,1000,1213,1006
2163,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,BUNNILS,1201,997,1243,995
2164,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,oUR,1250,977,1285,978
2165,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,BUNNIS,1273,974,1312,970
2166,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,SOU,1254,987,1279,987
2167,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,329O,709,1038,761,1039
2168,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,Annies,1022,996,1071,999
2169,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,SUN-MAID,119,1120,193,1131
2170,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,APRICOTS,122,1146,191,1150
2171,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,429,631,1062,656,1068
2172,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,of,895,1035,906,1039
2173,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,3.29,478,1105,505,1109
2174,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,7,507,1098,517,1105
2175,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,SOUR,1183,1009,1208,1008
2176,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,Org,941,1054,954,1066
2177,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,pruit,963,1054,989,1063
2178,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,Bunny,924,1068,960,1070
2179,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,F,960,1060,966,1066
2180,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,Snacks,938,1076,974,1077
2181,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,3.29,380,1135,412,1137
2182,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,20,833,1084,865,1095
2183,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,Annies,863,1077,919,1078
2184,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,dreamstime.com,101,1205,490,1249
2185,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,BERRY,933,1104,959,1103
2186,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,PATC,959,1095,976,1096
2187,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,DRIEDD,775,1135,801,1142
2188,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,799,1210,1078,1228,1081
2189,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,DRICODA,697,1163,729,1169
2190,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,799,1107,1116,1122,1118
2191,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,e,1139,1100,1148,1107
2192,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,G,1153,1095,1160,1103
2193,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,799,1017,1147,1034,1149
2194,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,ID,1263,1220,1282,1236
2195,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,183679638,1292,1220,1414,1236
2196,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,©,1423,1220,1439,1236
2197,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,Jshanebutt,1447,1218,1569,1236
2198,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,dreamstime,491,440,369,519
2199,fruit-snack-aisle-publix-grocery-store-orlando-fl-usa-183679638.jpg,deomstime,90,797,215,722
2200,cheese.jpg,"... ..
..
...
...
...
NATR
399
3 0°
KER
RREL
CRACKER
BARREL
ER
BARREL
DANRE
CRACKTR
399
CACKER BARRE
S
OACKER BARE
CRACKER
BARREL
ACKER
RREL
GRACKER
BARREL
A TRAOE
SANNT
ASKER
Wolife
Violife
CRACKER
RACKER
6Th
5 0
Velveela
ONCKER DANREL
msirona
CHACKENDARE
CHACKEN BANHES
Veveela
Velveeta
110
1299
OHACKER BAREL
Singles
CHACKERBARRE
CACKENDAE
Slicce
ONCKENDAE
Slice
16Aee
CACKERBARE
3D
5N
OALKEN DAR
Sindles
Cheren
CRACKOR
Sindes
500
Sindes
Sings
Sinales
SARNAS
Cdes
Singles
Cincles
Cnales
549
5
Sliceez
Saipyie's
Slices
Sinales
Singles
Sinales
Sines
59
",298,232,2748,2174
2201,cheese.jpg,...,2266,245,2331,247
2202,cheese.jpg,..,2355,236,2393,241
2203,cheese.jpg,..,1485,341,1517,345
2204,cheese.jpg,...,927,388,955,391
2205,cheese.jpg,...,298,423,345,423
2206,cheese.jpg,...,429,428,472,433
2207,cheese.jpg,NATR,1474,677,1501,681
2208,cheese.jpg,399,1763,752,1799,769
2209,cheese.jpg,3,2651,712,2678,732
2210,cheese.jpg,0°,2683,709,2701,714
2211,cheese.jpg,KER,1669,791,1708,809
2212,cheese.jpg,RREL,1644,811,1698,826
2213,cheese.jpg,CRACKER,2243,758,2363,777
2214,cheese.jpg,BARREL,2256,778,2348,793
2215,cheese.jpg,ER,1525,807,1556,822
2216,cheese.jpg,BARREL,1483,823,1552,839
2217,cheese.jpg,DANRE,2655,770,2748,775
2218,cheese.jpg,CRACKTR,1452,901,1512,912
2219,cheese.jpg,399,569,1038,605,1052
2220,cheese.jpg,CACKER,1097,1034,1134,1042
2221,cheese.jpg,BARRE,1137,1031,1169,1039
2222,cheese.jpg,S,1327,1023,1344,1035
2223,cheese.jpg,OACKER,1103,1056,1139,1065
2224,cheese.jpg,BARE,1142,1054,1172,1063
2225,cheese.jpg,CRACKER,1394,1061,1471,1082
2226,cheese.jpg,BARREL,1388,1080,1476,1097
2227,cheese.jpg,ACKER,1535,1057,1601,1081
2228,cheese.jpg,RREL,1547,1075,1596,1094
2229,cheese.jpg,GRACKER,1653,1054,1734,1074
2230,cheese.jpg,BARREL,1650,1073,1729,1090
2231,cheese.jpg,A,2428,1065,2458,1071
2232,cheese.jpg,TRAOE,2471,1063,2519,1069
2233,cheese.jpg,SANNT,1142,1128,1177,1139
2234,cheese.jpg,ASKER,1792,1103,1861,1112
2235,cheese.jpg,Wolife,2307,1113,2375,1122
2236,cheese.jpg,Violife,2309,1149,2378,1175
2237,cheese.jpg,CRACKER,1502,1168,1560,1178
2238,cheese.jpg,RACKER,1667,1163,1715,1174
2239,cheese.jpg,6Th,1802,1212,1826,1221
2240,cheese.jpg,5,2436,1208,2446,1219
2241,cheese.jpg,0,2450,1207,2463,1213
2242,cheese.jpg,Velveela,2513,1307,2659,1337
2243,cheese.jpg,ONCKER,989,1363,1024,1375
2244,cheese.jpg,DANREL,1026,1364,1055,1376
2245,cheese.jpg,msirona,1358,1362,1441,1375
2246,cheese.jpg,CHACKENDARE,984,1386,1048,1393
2247,cheese.jpg,CHACKEN,992,1408,1031,1420
2248,cheese.jpg,BANHES,1033,1408,1061,1420
2249,cheese.jpg,Veveela,2282,1410,2386,1431
2250,cheese.jpg,Velveeta,2512,1389,2653,1417
2251,cheese.jpg,110,1575,1478,1600,1489
2252,cheese.jpg,1299,2500,1489,2533,1504
2253,cheese.jpg,OHACKER,1170,1552,1208,1562
2254,cheese.jpg,BAREL,1210,1551,1241,1561
2255,cheese.jpg,Singles,1401,1556,1509,1585
2256,cheese.jpg,CHACKERBARRE,1152,1571,1225,1579
2257,cheese.jpg,CACKENDAE,1147,1589,1221,1598
2258,cheese.jpg,Slicce,1900,1575,1944,1592
2259,cheese.jpg,ONCKENDAE,918,1636,984,1643
2260,cheese.jpg,Slice,1902,1637,1944,1654
2261,cheese.jpg,16Aee,2528,1637,2612,1662
2262,cheese.jpg,CACKERBARE,1190,1726,1263,1736
2263,cheese.jpg,3D,1607,1709,1628,1723
2264,cheese.jpg,5N,1734,1716,1754,1726
2265,cheese.jpg,OALKEN,1202,1768,1237,1779
2266,cheese.jpg,DAR,1239,1769,1252,1778
2267,cheese.jpg,Sindles,1670,1755,1726,1769
2268,cheese.jpg,Cheren,964,1811,992,1816
2269,cheese.jpg,CRACKOR,402,1840,440,1848
2270,cheese.jpg,Sindes,1687,1806,1740,1836
2271,cheese.jpg,500,2305,1783,2340,1795
2272,cheese.jpg,Sindes,1671,1832,1729,1861
2273,cheese.jpg,Sings,1861,1829,1940,1844
2274,cheese.jpg,Sinales,2073,1846,2134,1864
2275,cheese.jpg,SARNAS,2376,1871,2310,1854
2276,cheese.jpg,Cdes,2075,1871,2135,1888
2277,cheese.jpg,Singles,1864,1891,1925,1913
2278,cheese.jpg,Cincles,1872,1916,1929,1931
2279,cheese.jpg,Cnales,2069,1902,2137,1922
2280,cheese.jpg,549,1540,1933,1560,1944
2281,cheese.jpg,5,1642,1938,1654,1951
2282,cheese.jpg,Sliceez,2306,1920,2368,1941
2283,cheese.jpg,Saipyie's,1508,1967,1579,1976
2284,cheese.jpg,Slices,2546,1937,2598,1960
2285,cheese.jpg,Sinales,1514,2005,1571,2018
2286,cheese.jpg,Singles,1461,2073,1544,2107
2287,cheese.jpg,Sinales,1831,2087,1887,2102
2288,cheese.jpg,Sines,2023,2098,2105,2113
2289,cheese.jpg,59,1821,2162,1843,2174
2290,2AF4T6B.jpg,"RITZ
RITZ
&THINS ISP
TL
CRISP
alamy
a
""RISP
HINS
FAMIAY SIZ FAMILY SRE
IMES
times
ramen
rice-dry beans
cookies
RITA
filipino foods
Chicken Chicken triscuit
Biskit Biskir
popcorn-nuts
snacks
candy
crackers
TORSTES
CHIPS
ispanic foods
triscuit triscuit
ETHANK YO
CRISP
&THINS
CHIPS
TORSTED
CENTRAL PACIFIC F FI
Chicken Chicken Chicken Chicken Chicketriscat tris
Biskit Biski Biskit Biski Biski
alamy
triscuit triscuit triscuit trisa
riscuit
CHIPS
CASTI
MIP
CHIPS
alarny
DAT A FANT WETER-
triscuit triscuit triscuit triscuitiriscuit triscur
TOASTED
CHIPS
a alamy stock photo
",1,106,1299,937
2291,2AF4T6B.jpg,RITZ,88,194,134,240
2292,2AF4T6B.jpg,RITZ,23,242,53,266
2293,2AF4T6B.jpg,&THINS,95,264,147,292
2294,2AF4T6B.jpg,ISP,165,270,184,294
2295,2AF4T6B.jpg,TL,156,228,182,260
2296,2AF4T6B.jpg,CRISP,86,239,147,273
2297,2AF4T6B.jpg,alamy,333,196,481,145
2298,2AF4T6B.jpg,a,993,158,1008,177
2299,2AF4T6B.jpg,"""RISP",20,278,53,290
2300,2AF4T6B.jpg,HINS,24,291,60,304
2301,2AF4T6B.jpg,FAMIAY,285,256,309,272
2302,2AF4T6B.jpg,SIZ,313,261,320,274
2303,2AF4T6B.jpg,FAMILY,348,266,370,283
2304,2AF4T6B.jpg,SRE,374,270,382,284
2305,2AF4T6B.jpg,IMES,666,224,719,244
2306,2AF4T6B.jpg,times,1074,192,1176,220
2307,2AF4T6B.jpg,ramen,586,260,617,269
2308,2AF4T6B.jpg,rice-dry,737,249,779,261
2309,2AF4T6B.jpg,beans,783,248,816,258
2310,2AF4T6B.jpg,cookies,1004,232,1052,245
2311,2AF4T6B.jpg,RITA,208,308,238,325
2312,2AF4T6B.jpg,filipino,567,275,602,285
2313,2AF4T6B.jpg,foods,606,273,633,285
2314,2AF4T6B.jpg,Chicken,276,310,323,336
2315,2AF4T6B.jpg,Chicken,336,314,380,341
2316,2AF4T6B.jpg,triscuit,388,316,432,344
2317,2AF4T6B.jpg,Biskit,278,329,317,356
2318,2AF4T6B.jpg,Biskir,322,333,374,363
2319,2AF4T6B.jpg,popcorn-nuts,1203,224,1297,232
2320,2AF4T6B.jpg,snacks,1226,242,1274,252
2321,2AF4T6B.jpg,candy,1228,260,1272,275
2322,2AF4T6B.jpg,crackers,1001,253,1054,262
2323,2AF4T6B.jpg,TORSTES,205,335,240,342
2324,2AF4T6B.jpg,CHIPS,205,341,241,349
2325,2AF4T6B.jpg,ispanic,740,284,782,297
2326,2AF4T6B.jpg,foods,786,283,816,293
2327,2AF4T6B.jpg,triscuit,496,318,526,341
2328,2AF4T6B.jpg,triscuit,532,322,562,349
2329,2AF4T6B.jpg,ETHANK,1113,334,1240,368
2330,2AF4T6B.jpg,YO,1254,332,1293,366
2331,2AF4T6B.jpg,CRISP,1,468,59,494
2332,2AF4T6B.jpg,&THINS,4,495,53,516
2333,2AF4T6B.jpg,CHIPS,136,480,213,502
2334,2AF4T6B.jpg,TORSTED,141,471,210,482
2335,2AF4T6B.jpg,CENTRAL,1078,384,1174,401
2336,2AF4T6B.jpg,PACIFIC,1186,382,1257,398
2337,2AF4T6B.jpg,F,1263,385,1270,395
2338,2AF4T6B.jpg,FI,1280,380,1299,391
2339,2AF4T6B.jpg,Chicken,290,477,336,491
2340,2AF4T6B.jpg,Chicken,342,474,380,489
2341,2AF4T6B.jpg,Chicken,384,471,425,487
2342,2AF4T6B.jpg,Chicken,428,469,462,485
2343,2AF4T6B.jpg,Chicketriscat,469,467,531,482
