item_1,item_2,support,confidence,lift
yogurt,flour,0.04,0.3076923076923077,3.418803418803419
fruits,beef,0.04,0.3076923076923077,3.418803418803419
hand soap,beef,0.04,0.39999999999999997,3.9999999999999996
soap,ice cream,0.04,0.3076923076923077,3.418803418803419
ice cream,beef,0.05,0.38461538461538464,3.2051282051282053
ice cream,beef,0.04,0.3076923076923077,3.076923076923077
yogurt,ice cream,0.04,0.39999999999999997,3.0769230769230766
shampoo,beef,0.04,0.36363636363636365,3.0303030303030307
beef,lunch meat,0.04,0.33333333333333337,3.3333333333333335
soda,beef,0.04,0.36363636363636365,3.3057851239669422
tortillas,mixes,0.04,0.3076923076923077,3.076923076923077
pork,beef,0.04,0.3076923076923077,3.076923076923077
shampoo,beef,0.05,0.38461538461538464,3.2051282051282053
yogurt,beef,0.04,0.36363636363636365,3.3057851239669422
soap,beef,0.04,0.36363636363636365,3.0303030303030307
ketchup,pork,0.04,0.5714285714285714,3.3613445378151257
mixes,pork,0.04,0.5714285714285714,3.3613445378151257
mixes,toilet paper,0.04,0.4444444444444445,3.418803418803419
soap,beef,0.04,0.3076923076923077,3.076923076923077
pasta sauce,beef,0.04,0.3076923076923077,3.076923076923077
pork,beef,0.04,0.3076923076923077,4.395604395604395
pork,waffles,0.04,0.5714285714285714,3.8095238095238093
tortillas,toilet paper,0.04,0.4444444444444445,3.1746031746031744
ice cream,beef,0.04,0.36363636363636365,3.6363636363636362
yogurt,ice cream,0.04,0.39999999999999997,3.9999999999999996
soda,beef,0.04,0.36363636363636365,4.545454545454546
nan,beef,0.04,0.36363636363636365,3.3057851239669422
tortillas,beef,0.04,0.3076923076923077,3.8461538461538463
ice cream,flour,0.04,0.4444444444444445,3.1746031746031744
vegetables,flour,0.04,0.5,3.3333333333333335
mixes,pork,0.04,0.4444444444444445,3.418803418803419
pork,flour,0.04,0.4444444444444445,3.418803418803419
fruits,hand soap,0.05,0.5,3.125
fruits,hand soap,0.04,0.39999999999999997,3.0769230769230766
fruits,waffles,0.06,0.4,3.076923076923077
fruits,beef,0.04,0.36363636363636365,3.0303030303030307
fruits,soap,0.05,0.4545454545454546,4.132231404958678
fruits,waffles,0.05,0.33333333333333337,3.0303030303030307
fruits,soap,0.05,0.33333333333333337,4.166666666666667
fruits,waffles,0.04,0.4444444444444445,3.418803418803419
ice cream,hand soap,0.04,0.39999999999999997,3.0769230769230766
ketchup,hand soap,0.04,0.39999999999999997,3.0769230769230766
mixes,hand soap,0.05,0.5,3.846153846153846
mixes,hand soap,0.04,0.39999999999999997,3.333333333333333
pork,hand soap,0.04,0.3076923076923077,3.8461538461538463
hand soap,beef,0.04,0.39999999999999997,3.0769230769230766
yogurt,ice cream,0.04,0.3076923076923077,3.8461538461538463
soap,yogurt,0.04,0.3076923076923077,3.418803418803419
yogurt,ice cream,0.05,0.38461538461538464,3.4965034965034967
sugar,beef,0.04,0.36363636363636365,3.6363636363636362
ketchup,yogurt,0.04,1.0,3.4482758620689657
ketchup,milk,0.05,0.5555555555555556,3.08641975308642
ketchup,tortillas,0.04,0.4444444444444445,3.1746031746031744
ketchup,yogurt,0.04,0.39999999999999997,3.0769230769230766
ketchup,mixes,0.06,0.3529411764705882,3.20855614973262
ketchup,waffles,0.06,0.4615384615384615,3.550295857988165
ketchup,tortillas,0.07,0.411764705882353,3.431372549019608
ketchup,sugar,0.05,0.4545454545454546,3.4965034965034967
ketchup,tortillas,0.04,0.4444444444444445,3.1746031746031744
ketchup,waffles,0.04,0.4444444444444445,3.418803418803419
sandwich bags,shampoo,0.04,0.5,3.3333333333333335
soap,soda,0.04,0.36363636363636365,3.6363636363636362
yogurt,soda,0.04,0.33333333333333337,3.0303030303030307
tortillas,milk,0.04,0.4444444444444445,3.703703703703704
soap,mixes,0.04,0.36363636363636365,3.6363636363636362
mixes,beef,0.04,0.3076923076923077,3.418803418803419
mixes,pork,0.05,0.38461538461538464,3.4965034965034967
mixes,beef,0.05,0.38461538461538464,3.4965034965034967
yogurt,mixes,0.05,0.5,4.545454545454546
soap,mixes,0.04,0.3076923076923077,3.076923076923077
mixes,waffles,0.05,0.38461538461538464,4.8076923076923075
tortillas,sandwich bags,0.04,0.36363636363636365,3.0303030303030307
soap,tortillas,0.05,0.4545454545454546,3.2467532467532467
soap,waffles,0.05,0.4545454545454546,5.6818181818181825
sugar,waffles,0.04,0.36363636363636365,3.0303030303030307
tortillas,waffles,0.05,0.4545454545454546,4.545454545454546
yogurt,pork,0.05,0.38461538461538464,3.2051282051282053
pork,toilet paper,0.05,0.5555555555555556,4.62962962962963
tortillas,beef,0.05,0.38461538461538464,3.2051282051282053
soap,waffles,0.04,0.3076923076923077,3.8461538461538463
waffles,toilet paper,0.05,0.5555555555555556,4.273504273504273
tortillas,toilet paper,0.04,0.4444444444444445,3.703703703703704
waffles,toilet paper,0.04,0.4444444444444445,3.1746031746031744
tortillas,waffles,0.05,0.33333333333333337,3.3333333333333335
soap,tortillas,0.04,0.4444444444444445,3.1746031746031744
soap,tortillas,0.04,0.3076923076923077,3.076923076923077
tortillas,waffles,0.04,0.4444444444444445,4.444444444444445
cereals,coffee/tea,0.04,0.4444444444444445,4.444444444444445
cereals,coffee/tea,0.04,0.4444444444444445,3.1746031746031744
mixes,cereals,0.04,0.4444444444444445,3.1746031746031744
cereals,toilet paper,0.04,0.4444444444444445,3.1746031746031744
mixes,cereals,0.04,0.4444444444444445,3.703703703703704
cheeses,hand soap,0.04,0.33333333333333337,3.3333333333333335
sandwich loaves,cheeses,0.05,0.4166666666666667,3.2051282051282053
cheeses,poultry,0.04,0.33333333333333337,3.3333333333333335
sandwich loaves,cheeses,0.04,0.33333333333333337,3.0303030303030307
waffles,cheeses,0.04,1.0,3.125
sandwich loaves,cheeses,0.05,0.4166666666666667,3.2051282051282053
waffles,cheeses,0.04,0.33333333333333337,3.0303030303030307
soap,sandwich loaves,0.04,0.33333333333333337,3.0303030303030307
coffee/tea,laundry detergent,0.05,0.4166666666666667,4.166666666666667
pasta,coffee/tea,0.05,0.5555555555555556,3.968253968253968
ketchup,hand soap,0.04,0.4444444444444445,3.1746031746031744
mixes,eggs,0.04,0.4444444444444445,4.040404040404041
pasta,eggs,0.04,0.4444444444444445,3.1746031746031744
shampoo,eggs,0.05,0.5555555555555556,3.968253968253968
sugar,eggs,0.04,0.4444444444444445,3.1746031746031744
tortillas,eggs,0.04,0.4444444444444445,3.418803418803419
shampoo,eggs,0.04,0.4444444444444445,3.418803418803419
soda,flour,0.04,0.5,3.125
fruits,lunch meat,0.04,0.4444444444444445,4.040404040404041
fruits,poultry,0.05,0.5555555555555556,3.4722222222222223
fruits,sandwich loaves,0.05,0.5555555555555556,4.273504273504273
fruits,sandwich loaves,0.04,0.4444444444444445,5.555555555555556
hand soap,laundry detergent,0.04,0.3076923076923077,3.076923076923077
hand soap,pasta sauce,0.05,0.5,3.125
pasta sauce,hand soap,0.04,0.36363636363636365,3.0303030303030307
mixes,toilet paper,0.04,0.39999999999999997,3.333333333333333
juice,lunch meat,0.05,0.5,3.571428571428571
paper towels,lunch meat,0.04,0.4444444444444445,3.1746031746031744
pasta sauce,lunch meat,0.05,0.4545454545454546,3.2467532467532467
poultry,lunch meat,0.05,0.35714285714285715,3.571428571428571
tortillas,mixes,0.06,0.4615384615384615,3.0769230769230766
tortillas,shampoo,0.07,0.46666666666666673,3.8888888888888897
soap,mixes,0.04,0.33333333333333337,3.3333333333333335
soap,ketchup,0.04,0.33333333333333337,3.0303030303030307
soap,sugar,0.04,0.33333333333333337,3.0303030303030307
soap,tortillas,0.04,0.4444444444444445,3.1746031746031744
pasta sauce,lunch meat,0.04,0.36363636363636365,3.0303030303030307
poultry,lunch meat,0.05,0.35714285714285715,3.571428571428571
soda,lunch meat,0.04,0.39999999999999997,3.333333333333333
waffles,lunch meat,0.05,0.38461538461538464,3.4965034965034967
pasta sauce,waffles,0.05,0.4545454545454546,3.4965034965034967
waffles,poultry,0.04,0.36363636363636365,3.6363636363636362
soap,shampoo,0.05,0.5555555555555556,3.4722222222222223
sugar,waffles,0.04,0.36363636363636365,3.6363636363636362
pasta,lunch meat,0.04,0.4444444444444445,3.703703703703704
sandwich loaves,lunch meat,0.04,0.4444444444444445,3.418803418803419
shampoo,poultry,0.06,0.4285714285714285,3.0612244897959173
soda,poultry,0.05,0.5,3.125
waffles,poultry,0.05,0.38461538461538464,3.4965034965034967
shampoo,lunch meat,0.05,0.35714285714285715,3.571428571428571
waffles,shampoo,0.05,0.33333333333333337,3.0303030303030307
tortillas,mixes,0.04,0.33333333333333337,3.3333333333333335
soap,mixes,0.04,0.4444444444444445,3.1746031746031744
tortillas,mixes,0.05,0.38461538461538464,3.2051282051282053
soap,mixes,0.04,0.33333333333333337,3.3333333333333335
tortillas,mixes,0.05,0.4166666666666667,3.4722222222222223
pasta,shampoo,0.04,0.4444444444444445,3.1746031746031744
sandwich loaves,poultry,0.04,0.3076923076923077,3.8461538461538463
pork,shampoo,0.04,0.4444444444444445,3.1746031746031744
tortillas,sugar,0.05,0.4166666666666667,3.2051282051282053
sugar,waffles,0.04,0.33333333333333337,3.703703703703704
vegetables,yogurt,0.05,0.7142857142857143,3.1055900621118013
sandwich loaves,poultry,0.04,0.5714285714285714,3.1746031746031744
shampoo,poultry,0.04,0.3076923076923077,3.076923076923077
waffles,shampoo,0.04,0.36363636363636365,3.6363636363636362
tortillas,sugar,0.05,0.4166666666666667,3.4722222222222223
tortillas,sugar,0.04,0.33333333333333337,3.3333333333333335
tortillas,sugar,0.04,0.33333333333333337,3.3333333333333335
cereals,cheeses,0.05,0.3125,3.4722222222222223
cereals,cheeses,0.05,0.5,3.571428571428571
cereals,cheeses,0.04,0.4444444444444445,3.1746031746031744
fruits,cereals,0.05,0.4545454545454546,3.2467532467532467
mixes,cereals,0.05,0.4166666666666667,3.2051282051282053
cereals,coffee/tea,0.05,0.38461538461538464,3.8461538461538463
mixes,cereals,0.04,0.33333333333333337,3.3333333333333335
tortillas,mixes,0.04,0.5,5.0
fruits,cereals,0.04,0.36363636363636365,3.3057851239669422
mixes,cereals,0.05,0.3125,3.125
cereals,lunch meat,0.04,0.39999999999999997,3.6363636363636362
mixes,cereals,0.04,0.39999999999999997,3.0769230769230766
cereals,nan,0.04,0.39999999999999997,3.333333333333333
cereals,lunch meat,0.04,0.39999999999999997,3.6363636363636362
cereals,lunch meat,0.04,0.36363636363636365,3.3057851239669422
cereals,nan,0.04,0.36363636363636365,3.0303030303030307
cereals,shampoo,0.04,0.39999999999999997,3.9999999999999996
cereals,toilet paper,0.04,0.4444444444444445,3.1746031746031744
mixes,cereals,0.04,0.4444444444444445,3.418803418803419
cereals,toilet paper,0.04,0.4444444444444445,4.040404040404041
fruits,cereals,0.04,0.36363636363636365,3.0303030303030307
fruits,cereals,0.04,0.39999999999999997,3.333333333333333
fruits,cereals,0.05,0.4545454545454546,3.7878787878787885
fruits,cereals,0.05,0.4545454545454546,3.2467532467532467
fruits,mixes,0.04,0.36363636363636365,3.6363636363636362
fruits,cereals,0.04,0.36363636363636365,3.0303030303030307
cereals,hand soap,0.04,0.4444444444444445,3.1746031746031744
cereals,hand soap,0.05,0.33333333333333337,3.3333333333333335
cereals,toilet paper,0.04,0.3076923076923077,3.076923076923077
ketchup,mixes,0.05,0.5,3.125
cereals,lunch meat,0.04,1.0,3.2258064516129035
mixes,cereals,0.04,0.4444444444444445,3.1746031746031744
pasta sauce,cereals,0.06,0.4,3.3333333333333335
vegetables,cereals,0.08,1.0,3.125
cereals,waffles,0.04,0.39999999999999997,3.333333333333333
sandwich loaves,cereals,0.04,0.39999999999999997,3.0769230769230766
cereals,waffles,0.05,0.33333333333333337,3.3333333333333335
mixes,cereals,0.04,0.4444444444444445,3.1746031746031744
mixes,cereals,0.04,0.4444444444444445,3.1746031746031744
mixes,cereals,0.04,0.33333333333333337,3.0303030303030307
cereals,pasta sauce,0.04,1.0,3.0303030303030303
cereals,shampoo,0.04,0.5,5.0
vegetables,cereals,0.05,0.625,3.289473684210526
cereals,shampoo,0.05,0.33333333333333337,3.3333333333333335
mixes,cereals,0.04,0.5,3.571428571428571
mixes,cereals,0.04,0.39999999999999997,4.444444444444445
mixes,cereals,0.04,0.39999999999999997,3.0769230769230766
mixes,cereals,0.04,0.36363636363636365,4.040404040404041
pasta sauce,cereals,0.04,0.5,3.3333333333333335
pasta sauce,cereals,0.04,1.0,3.0303030303030303
pasta sauce,cereals,0.05,0.5,3.125
mixes,cereals,0.04,0.33333333333333337,3.3333333333333335
sandwich loaves,cereals,0.04,0.39999999999999997,3.0769230769230766
sandwich loaves,cereals,0.04,0.33333333333333337,3.0303030303030307
mixes,cereals,0.04,0.36363636363636365,3.0303030303030307
sandwich loaves,cereals,0.04,0.36363636363636365,3.0303030303030307
mixes,cereals,0.04,0.5,3.3333333333333335
cereals,shampoo,0.05,0.5,4.545454545454546
cereals,soda,0.04,0.39999999999999997,3.9999999999999996
tortillas,coffee/tea,0.04,1.0,3.0303030303030303
yogurt,coffee/tea,0.04,1.0,3.4482758620689657
coffee/tea,cheeses,0.04,0.3076923076923077,3.418803418803419
tortillas,coffee/tea,0.04,0.3076923076923077,3.076923076923077
tortillas,coffee/tea,0.04,0.3076923076923077,3.076923076923077
yogurt,coffee/tea,0.04,0.3076923076923077,3.8461538461538463
coffee/tea,cheeses,0.04,0.33333333333333337,3.3333333333333335
pasta sauce,coffee/tea,0.04,0.33333333333333337,3.3333333333333335
yogurt,mixes,0.06,0.4615384615384615,3.8461538461538463
yogurt,tortillas,0.05,0.38461538461538464,3.4965034965034967
ice cream,cheeses,0.05,0.4545454545454546,3.2467532467532467
cheeses,ketchup,0.04,0.5,3.125
cheeses,dishwashing liquid/detergent,0.04,0.36363636363636365,3.0303030303030307
cheeses,dishwashing liquid/detergent,0.04,0.33333333333333337,4.166666666666667
ice cream,cheeses,0.05,0.4545454545454546,4.545454545454546
ketchup,cheeses,0.06,0.5454545454545454,3.8961038961038956
cheeses,eggs,0.04,0.36363636363636365,4.545454545454546
tortillas,cheeses,0.05,0.4545454545454546,3.0303030303030307
waffles,cheeses,0.04,0.36363636363636365,3.3057851239669422
yogurt,cheeses,0.05,0.4545454545454546,3.4965034965034967
ice cream,cheeses,0.04,0.36363636363636365,3.6363636363636362
ice cream,cheeses,0.04,0.36363636363636365,3.3057851239669422
cheeses,ketchup,0.05,0.3125,3.125
cheeses,ketchup,0.05,0.3125,3.125
waffles,cheeses,0.05,0.4545454545454546,3.4965034965034967
tortillas,cheeses,0.04,0.36363636363636365,3.0303030303030307
yogurt,tortillas,0.04,0.36363636363636365,3.3057851239669422
lunch meat,cheeses,0.04,0.5,3.571428571428571
cheeses,flour,0.05,0.35714285714285715,3.9682539682539684
cheeses,flour,0.05,0.35714285714285715,3.2467532467532467
mixes,cheeses,0.04,0.3076923076923077,3.076923076923077
mixes,cheeses,0.04,0.3076923076923077,3.076923076923077
cheeses,dishwashing liquid/detergent,0.05,0.35714285714285715,3.2467532467532467
tortillas,ice cream,0.04,0.39999999999999997,3.9999999999999996
yogurt,ice cream,0.04,0.39999999999999997,3.0769230769230766
ketchup,cheeses,0.04,0.5,3.125
ketchup,waffles,0.04,0.39999999999999997,3.0769230769230766
yogurt,mixes,0.04,0.39999999999999997,3.333333333333333
tortillas,cheeses,0.04,0.39999999999999997,3.333333333333333
yogurt,tortillas,0.05,0.5,4.545454545454546
cheeses,flour,0.04,0.5,3.571428571428571
milk,cheeses,0.04,0.4444444444444445,3.1746031746031744
cheeses,flour,0.04,0.4444444444444445,3.1746031746031744
fruits,ice cream,0.05,0.35714285714285715,3.2467532467532467
fruits,cheeses,0.06,0.4,3.3333333333333335
fruits,cheeses,0.06,0.3529411764705882,3.20855614973262
fruits,cheeses,0.07,0.46666666666666673,3.5897435897435903
fruits,cheeses,0.05,0.4166666666666667,3.2051282051282053
fruits,soap,0.05,0.4166666666666667,3.787878787878788
fruits,tortillas,0.05,0.4166666666666667,3.2051282051282053
fruits,sugar,0.06,0.4285714285714285,3.296703296703296
fruits,soap,0.05,0.4166666666666667,3.2051282051282053
fruits,tortillas,0.05,1.0,3.0303030303030303
ice cream,cheeses,0.04,1.0,3.2258064516129035
mixes,cheeses,0.04,0.4444444444444445,3.1746031746031744
pasta sauce,cheeses,0.05,0.4166666666666667,3.4722222222222223
mixes,cheeses,0.04,1.0,3.2258064516129035
mixes,cheeses,0.04,0.3076923076923077,3.076923076923077
yogurt,mixes,0.05,0.38461538461538464,4.8076923076923075
tortillas,cheeses,0.04,0.33333333333333337,3.3333333333333335
yogurt,cheeses,0.04,0.33333333333333337,3.0303030303030307
soap,tortillas,0.04,0.33333333333333337,3.3333333333333335
ice cream,cheeses,0.04,0.39999999999999997,3.333333333333333
ice cream,cheeses,0.06,0.4285714285714285,3.296703296703296
ice cream,cheeses,0.06,0.4285714285714285,3.896103896103895
yogurt,ice cream,0.04,0.5,3.571428571428571
ice cream,cheeses,0.05,0.5,4.545454545454546
ice cream,cheeses,0.05,0.5,3.3333333333333335
sandwich loaves,ice cream,0.04,0.5,3.571428571428571
ice cream,cheeses,0.04,0.39999999999999997,3.0769230769230766
ice cream,cheeses,0.04,0.39999999999999997,3.333333333333333
yogurt,ice cream,0.04,0.39999999999999997,3.0769230769230766
ice cream,cheeses,0.04,0.4444444444444445,3.1746031746031744
cheeses,paper towels,0.04,0.39999999999999997,3.333333333333333
pasta sauce,cheeses,0.05,0.4166666666666667,3.4722222222222223
tortillas,cheeses,0.04,0.5,3.3333333333333335
mixes,milk,0.04,0.3076923076923077,3.418803418803419
mixes,pork,0.04,0.4444444444444445,3.1746031746031744
sandwich bags,cheeses,0.04,0.39999999999999997,3.6363636363636362
sandwich loaves,cheeses,0.05,0.4166666666666667,3.2051282051282053
yogurt,cheeses,0.04,0.33333333333333337,3.0303030303030307
tortillas,cheeses,0.04,0.5,3.125
soap,cheeses,0.04,0.33333333333333337,3.3333333333333335
cheeses,lunch meat,0.05,0.33333333333333337,3.3333333333333335
mixes,cheeses,0.04,0.4444444444444445,3.1746031746031744
yogurt,mixes,0.04,0.33333333333333337,3.703703703703704
sandwich bags,cheeses,0.05,0.35714285714285715,3.2467532467532467
tortillas,cheeses,0.04,0.5,3.571428571428571
pasta sauce,cheeses,0.04,1.0,3.0303030303030303
sandwich loaves,cheeses,0.04,0.39999999999999997,3.0769230769230766
pasta sauce,cheeses,0.06,0.5,3.125
yogurt,mixes,0.04,0.36363636363636365,3.0303030303030307
vegetables,milk,0.04,1.0,3.2258064516129035
yogurt,mixes,0.04,0.33333333333333337,3.0303030303030307
yogurt,mixes,0.04,0.3076923076923077,3.076923076923077
yogurt,mixes,0.05,0.38461538461538464,3.2051282051282053
soap,mixes,0.04,1.0,3.0303030303030303
cheeses,sandwich bags,0.04,0.39999999999999997,3.9999999999999996
soap,waffles,0.04,0.33333333333333337,4.166666666666667
tortillas,waffles,0.04,0.3076923076923077,3.076923076923077
yogurt,waffles,0.04,0.3076923076923077,3.418803418803419
soap,tortillas,0.04,1.0,3.0303030303030303
tortillas,coffee/tea,0.04,0.5,3.3333333333333335
tortillas,coffee/tea,0.04,0.5,3.571428571428571
tortillas,mixes,0.05,0.625,3.4722222222222223
vegetables,mixes,0.05,0.625,3.125
tortillas,coffee/tea,0.04,0.5,4.545454545454546
vegetables,tortillas,0.07,0.8750000000000001,3.977272727272728
yogurt,tortillas,0.04,0.5,4.545454545454546
coffee/tea,flour,0.04,0.4444444444444445,3.1746031746031744
coffee/tea,flour,0.04,0.4444444444444445,3.1746031746031744
coffee/tea,flour,0.04,0.36363636363636365,3.3057851239669422
laundry detergent,coffee/tea,0.04,0.39999999999999997,3.0769230769230766
mixes,sugar,0.04,0.39999999999999997,3.0769230769230766
coffee/tea,poultry,0.05,0.35714285714285715,3.2467532467532467
sugar,coffee/tea,0.05,0.5,3.571428571428571
tortillas,sandwich bags,0.04,1.0,3.0303030303030303
sandwich loaves,sugar,0.05,0.4545454545454546,3.0303030303030307
tortillas,sugar,0.05,0.5,3.571428571428571
flour,coffee/tea,0.04,0.3076923076923077,3.076923076923077
coffee/tea,eggs,0.04,1.0,3.3333333333333335
mixes,coffee/tea,0.05,0.33333333333333337,3.0303030303030307
coffee/tea,eggs,0.04,1.0,3.0303030303030303
tortillas,coffee/tea,0.04,1.0,3.3333333333333335
pork,coffee/tea,0.04,0.33333333333333337,3.3333333333333335
tortillas,coffee/tea,0.04,1.0,3.0303030303030303
tortillas,coffee/tea,0.04,0.5,3.3333333333333335
yogurt,coffee/tea,0.04,0.5,3.571428571428571
tortillas,coffee/tea,0.05,0.38461538461538464,3.8461538461538463
yogurt,coffee/tea,0.05,0.38461538461538464,3.4965034965034967
yogurt,tortillas,0.05,0.38461538461538464,3.4965034965034967
ketchup,soap,0.04,0.36363636363636365,4.040404040404041
mixes,coffee/tea,0.04,0.36363636363636365,3.3057851239669422
mixes,coffee/tea,0.04,0.36363636363636365,3.0303030303030307
yogurt,mixes,0.04,0.36363636363636365,3.0303030303030307
coffee/tea,flour,0.04,0.36363636363636365,3.3057851239669422
coffee/tea,flour,0.04,0.36363636363636365,3.3057851239669422
yogurt,coffee/tea,0.04,0.36363636363636365,3.3057851239669422
coffee/tea,flour,0.05,0.4166666666666667,3.2051282051282053
sugar,coffee/tea,0.04,0.39999999999999997,3.0769230769230766
yogurt,coffee/tea,0.04,0.36363636363636365,7.2727272727272725
tortillas,coffee/tea,0.04,0.36363636363636365,3.6363636363636362
fruits,coffee/tea,0.04,0.4444444444444445,3.418803418803419
fruits,coffee/tea,0.04,0.39999999999999997,3.333333333333333
fruits,coffee/tea,0.04,0.39999999999999997,3.0769230769230766
fruits,coffee/tea,0.04,0.39999999999999997,3.0769230769230766
fruits,tortillas,0.04,0.33333333333333337,3.0303030303030307
coffee/tea,hand soap,0.04,0.39999999999999997,3.9999999999999996
ketchup,coffee/tea,0.04,0.36363636363636365,3.0303030303030307
mixes,coffee/tea,0.04,0.36363636363636365,4.040404040404041
pasta sauce,coffee/tea,0.04,1.0,3.0303030303030303
mixes,coffee/tea,0.04,0.36363636363636365,3.0303030303030307
yogurt,mixes,0.04,0.36363636363636365,3.0303030303030307
coffee/tea,hand soap,0.04,0.5,3.571428571428571
yogurt,ice cream,0.04,0.39999999999999997,4.444444444444445
soap,ice cream,0.04,0.36363636363636365,3.0303030303030307
coffee/tea,pasta sauce,0.04,0.4444444444444445,3.703703703703704
coffee/tea,poultry,0.04,0.4444444444444445,4.040404040404041
soap,coffee/tea,0.04,0.4444444444444445,4.444444444444445
coffee/tea,poultry,0.04,0.4444444444444445,3.1746031746031744
sugar,coffee/tea,0.04,0.4444444444444445,4.444444444444445
pork,coffee/tea,0.04,0.36363636363636365,3.3057851239669422
mixes,coffee/tea,0.05,0.3125,3.4722222222222223
soap,coffee/tea,0.04,0.36363636363636365,3.0303030303030307
tortillas,coffee/tea,0.04,0.5,3.125
milk,coffee/tea,0.04,0.4444444444444445,3.1746031746031744
tortillas,milk,0.04,0.4444444444444445,3.1746031746031744
soap,coffee/tea,0.04,0.36363636363636365,3.0303030303030307
yogurt,pork,0.05,0.4545454545454546,3.0303030303030307
yogurt,coffee/tea,0.07,0.43750000000000006,3.125
soap,coffee/tea,0.04,0.39999999999999997,3.6363636363636362
soap,tortillas,0.04,0.4444444444444445,3.1746031746031744
mixes,coffee/tea,0.04,0.36363636363636365,3.0303030303030307
mixes,pork,0.04,0.36363636363636365,3.3057851239669422
mixes,coffee/tea,0.05,0.35714285714285715,3.2467532467532467
mixes,coffee/tea,0.05,0.4545454545454546,3.7878787878787885
yogurt,mixes,0.04,0.7999999999999999,4.999999999999999
mixes,coffee/tea,0.04,0.36363636363636365,3.3057851239669422
yogurt,mixes,0.05,0.35714285714285715,3.2467532467532467
mixes,coffee/tea,0.05,0.4545454545454546,3.2467532467532467
mixes,sugar,0.04,0.36363636363636365,3.0303030303030307
yogurt,mixes,0.05,0.3125,3.125
coffee/tea,soda,0.04,0.36363636363636365,3.3057851239669422
coffee/tea,poultry,0.04,0.4444444444444445,3.1746031746031744
sandwich loaves,coffee/tea,0.04,0.36363636363636365,4.040404040404041
sandwich loaves,coffee/tea,0.04,0.36363636363636365,3.3057851239669422
sugar,coffee/tea,0.04,0.39999999999999997,3.6363636363636362
yogurt,sandwich loaves,0.04,0.36363636363636365,3.3057851239669422
soap,sandwich bags,0.04,0.36363636363636365,3.6363636363636362
pork,coffee/tea,0.04,0.5714285714285714,4.761904761904762
tortillas,sugar,0.04,0.39999999999999997,3.0769230769230766
yogurt,sandwich loaves,0.04,0.36363636363636365,3.0303030303030307
sandwich loaves,sugar,0.04,0.39999999999999997,3.333333333333333
tortillas,sugar,0.04,0.39999999999999997,3.9999999999999996
ice cream,dishwashing liquid/detergent,0.04,0.5,4.545454545454546
ice cream,hand soap,0.04,0.39999999999999997,3.9999999999999996
hand soap,eggs,0.04,0.3076923076923077,3.076923076923077
ketchup,hand soap,0.04,0.4444444444444445,3.1746031746031744
hand soap,eggs,0.04,0.39999999999999997,3.6363636363636362
hand soap,eggs,0.04,0.3076923076923077,3.418803418803419
hand soap,toilet paper,0.05,0.5,3.3333333333333335
hand soap,waffles,0.04,0.3076923076923077,3.076923076923077
ketchup,ice cream,0.05,0.35714285714285715,3.571428571428571
ice cream,eggs,0.04,0.4444444444444445,4.444444444444445
ice cream,eggs,0.05,0.4166666666666667,4.166666666666667
ice cream,eggs,0.04,0.39999999999999997,3.9999999999999996
ice cream,toilet paper,0.05,0.5,5.0
ice cream,waffles,0.05,0.38461538461538464,3.2051282051282053
yogurt,ice cream,0.05,0.4545454545454546,4.545454545454546
eggs,laundry detergent,0.04,0.36363636363636365,4.040404040404041
pasta,eggs,0.04,0.4444444444444445,3.418803418803419
shampoo,eggs,0.04,0.36363636363636365,3.3057851239669422
toilet paper,eggs,0.04,0.39999999999999997,3.0769230769230766
waffles,eggs,0.04,0.36363636363636365,3.3057851239669422
ketchup,eggs,0.04,0.5,3.571428571428571
ketchup,sugar,0.05,0.5,3.571428571428571
ketchup,tortillas,0.05,0.4545454545454546,3.2467532467532467
ketchup,waffles,0.06,0.4615384615384615,3.550295857988165
ketchup,yogurt,0.05,0.4545454545454546,3.2467532467532467
soda,eggs,0.04,0.33333333333333337,4.166666666666667
tortillas,mixes,0.04,0.36363636363636365,3.3057851239669422
eggs,soda,0.04,0.33333333333333337,3.0303030303030307
tortillas,eggs,0.04,0.36363636363636365,3.3057851239669422
eggs,soda,0.05,0.38461538461538464,3.4965034965034967
toilet paper,eggs,0.04,0.39999999999999997,3.0769230769230766
vegetables,eggs,0.06,0.6666666666666666,3.0303030303030303
waffles,eggs,0.04,0.3076923076923077,3.418803418803419
toilet paper,eggs,0.04,0.39999999999999997,3.6363636363636362
waffles,eggs,0.04,0.39999999999999997,3.6363636363636362
tortillas,eggs,0.04,0.36363636363636365,4.545454545454546
shampoo,eggs,0.04,0.3076923076923077,3.076923076923077
waffles,shampoo,0.04,0.33333333333333337,3.0303030303030307
toilet paper,eggs,0.06,0.5,3.3333333333333335
vegetables,eggs,0.08,0.6666666666666667,3.0303030303030307
waffles,eggs,0.05,0.38461538461538464,3.2051282051282053
sugar,waffles,0.04,0.39999999999999997,3.6363636363636362
waffles,toilet paper,0.06,0.4615384615384615,3.0769230769230766
tortillas,waffles,0.04,0.3076923076923077,3.076923076923077
yogurt,waffles,0.04,0.3076923076923077,3.418803418803419
ice cream,flour,0.04,0.6666666666666667,4.761904761904762
pork,shampoo,0.04,0.6666666666666667,5.128205128205129
yogurt,pork,0.04,0.6666666666666667,5.128205128205129
yogurt,shampoo,0.04,0.6666666666666667,5.555555555555556
vegetables,yogurt,0.04,1.0,3.4482758620689657
ketchup,ice cream,0.05,0.5,3.125
